(initramfs) cat /dfs/dynamic_debug/control
# filename:lineno [module]function flags format
drivers/pcmcia/yenta_socket.c:110 [yenta_socket]config_readw =_ "%04x %04x\012"
drivers/pcmcia/yenta_socket.c:130 [yenta_socket]config_writew =_ "%04x %04x\012"
drivers/pcmcia/yenta_socket.c:165 [yenta_socket]exca_writew =_ "%04x %04x\012"
drivers/pcmcia/yenta_socket.c:136 [yenta_socket]config_writel =_ "%04x %08x\012"
drivers/pcmcia/yenta_socket.c:124 [yenta_socket]config_writeb =_ "%04x %02x\012"
drivers/pcmcia/yenta_socket.c:93 [yenta_socket]cb_writel =_ "%04x %08x\012"
drivers/pcmcia/yenta_socket.c:118 [yenta_socket]config_readl =_ "%04x %08x\012"
drivers/pcmcia/yenta_socket.c:102 [yenta_socket]config_readb =_ "%04x %02x\012"
drivers/pcmcia/ricoh.h:182 [yenta_socket]ricoh_set_clkrun =_ "CLKRUN feature already disabled\012"
drivers/pcmcia/o2micro.h:124 [yenta_socket]o2micro_override =_ "O2: 0x94/0xD4: %02x/%02x\012"
drivers/pcmcia/yenta_socket.c:87 [yenta_socket]cb_readl =_ "%04x %08x\012"
drivers/usb/core/hub.c:2196 [usbcore]usb_disconnect =_ "unregistering device\012"
drivers/usb/core/hub.c:2508 [usbcore]usb_new_device =_ "udev %d, busnum %d, minor = %d\012"
drivers/usb/core/hub.c:3254 [usbcore]usb_port_suspend =_ "won't remote wakeup, status %d\012"
drivers/usb/core/hub.c:3294 [usbcore]usb_port_suspend =_ "can't suspend, status %d\012"
drivers/usb/core/hub.c:3312 [usbcore]usb_port_suspend =_ "usb %ssuspend, wakeup %d\012"
drivers/usb/core/hub.c:3517 [usbcore]usb_port_resume =_ "can't resume usb port, status %d\012"
drivers/usb/core/hub.c:3539 [usbcore]usb_port_resume =_ "can't resume, status %d\012"
drivers/usb/core/hub.c:3543 [usbcore]usb_port_resume =_ "usb %sresume\012"
drivers/usb/core/hub.c:3579 [usbcore]usb_port_resume =_ "can't resume, status %d\012"
drivers/usb/core/hub.c:3600 [usbcore]usb_remote_wakeup =_ "usb %sresume\012"
drivers/usb/core/hub.c:4402 [usbcore]hub_port_debounce =_ "debounce total %dms stable %dms status"
drivers/usb/core/hub.c:5839 [usbcore]usb_reset_device =_ "device reset not allowed in state %d\01"
drivers/usb/core/hub.c:5845 [usbcore]usb_reset_device =_ "%s for root hub!\012"
drivers/usb/core/hub.c:5996 [usbcore]usb_hub_adjust_deviceremovable =_ "DeviceRemovable is change"
drivers/usb/core/hub.c:6012 [usbcore]usb_hub_adjust_deviceremovable =_ "DeviceRemovable is change"
drivers/usb/core/hub.c:956 [usbcore]hub_port_logical_disconnect =_ "logical disconnect\012"
drivers/usb/core/hub.c:3467 [usbcore]wait_for_connected =_ "Waited %dms for CONNECT\012"
drivers/usb/core/hub.c:3067 [usbcore]check_port_resume_type =_ "status %04x.%04x after resume, %d"
drivers/usb/core/hub.c:3350 [usbcore]finish_port_resume =_ "%s\012"
drivers/usb/core/hub.c:3390 [usbcore]finish_port_resume =_ "retry with reset-resume\012"
drivers/usb/core/hub.c:3398 [usbcore]finish_port_resume =_ "gone after usb resume? status %d\012"
drivers/usb/core/hub.c:3420 [usbcore]finish_port_resume =_ "disable remote wakeup, status %d\012"
drivers/usb/core/hub.c:3919 [usbcore]usb_set_device_initiated_lpm =_ "%s: Can't %s %s state for u"
drivers/usb/core/hub.c:3848 [usbcore]usb_req_set_sel =_ "Device-initiated %s disabled due to long"
drivers/usb/core/hub.c:461 [usbcore]set_port_led =_ "indicator %s status %d\012"
drivers/usb/core/hub.c:5372 [usbcore]hub_event =_ "state %d ports %d chg %04x evt %04x\012"
drivers/usb/core/hub.c:5390 [usbcore]hub_event =_ "Can't autoresume: %d\012"
drivers/usb/core/hub.c:5399 [usbcore]hub_event =_ "resetting for error %d\012"
drivers/usb/core/hub.c:5403 [usbcore]hub_event =_ "error resetting hub: %d\012"
drivers/usb/core/hub.c:5443 [usbcore]hub_event =_ "power change\012"
drivers/usb/core/hub.c:5455 [usbcore]hub_event =_ "over-current change\012"
drivers/usb/core/hub.c:5269 [usbcore]port_event =_ "enable change, status %08x\012"
drivers/usb/core/hub.c:5290 [usbcore]port_event =_ "over-current change #%u\012"
drivers/usb/core/hub.c:5301 [usbcore]port_event =_ "reset change\012"
drivers/usb/core/hub.c:5306 [usbcore]port_event =_ "warm reset change\012"
drivers/usb/core/hub.c:5311 [usbcore]port_event =_ "link state change\012"
drivers/usb/core/hub.c:5333 [usbcore]port_event =_ "do warm reset\012"
drivers/usb/core/hub.c:3648 [usbcore]hub_handle_remote_wakeup =_ "resume, status %d\012"
drivers/usb/core/hub.c:2886 [usbcore]hub_port_reset =_ "port_wait_reset: err = %d\012"
drivers/usb/core/hub.c:2924 [usbcore]hub_port_reset =_ "hot reset failed, warm reset\012"
drivers/usb/core/hub.c:2931 [usbcore]hub_port_reset =_ "not enabled, trying %sreset again...\012"
drivers/usb/core/hub.c:2783 [usbcore]hub_port_wait_reset =_ "not %sreset yet, waiting %dms\012"
drivers/usb/core/hub.c:5164 [usbcore]hub_port_connect_change =_ "status %04x, change %04x, %s\012"
drivers/usb/core/hub.c:5042 [usbcore]hub_port_connect =_ "get status %d ?\012"
drivers/usb/core/hub.c:5108 [usbcore]hub_port_connect =_ "%dmA power budget left\012"
drivers/usb/core/hub.c:4543 [usbcore]hub_port_init =_ "device reset changed speed!\012"
drivers/usb/core/hub.c:4693 [usbcore]hub_port_init =_ "device reset changed speed!\012"
drivers/usb/core/hub.c:4770 [usbcore]hub_port_init =_ "Failed set isoch delay, error %d\012"
drivers/usb/core/hub.c:4808 [usbcore]hub_port_init =_ "ep0 maxpacket = %d\012"
drivers/usb/core/hub.c:907 [usbcore]hub_power_on =_ "enabling power on all ports\012"
drivers/usb/core/hub.c:910 [usbcore]hub_power_on =_ "trying to enable port power on non-switchabl"
drivers/usb/core/hub.c:1455 [usbcore]hub_configure =_ "compound device; port removable status: %s"
drivers/usb/core/hub.c:1457 [usbcore]hub_configure =_ "standalone hub\012"
drivers/usb/core/hub.c:1461 [usbcore]hub_configure =_ "ganged power switching\012"
drivers/usb/core/hub.c:1464 [usbcore]hub_configure =_ "individual port power switching\012"
drivers/usb/core/hub.c:1468 [usbcore]hub_configure =_ "no power switching (usb 1.0)\012"
drivers/usb/core/hub.c:1474 [usbcore]hub_configure =_ "global over-current protection\012"
drivers/usb/core/hub.c:1477 [usbcore]hub_configure =_ "individual port over-current protection\01"
drivers/usb/core/hub.c:1481 [usbcore]hub_configure =_ "no over-current protection\012"
drivers/usb/core/hub.c:1492 [usbcore]hub_configure =_ "Single TT\012"
drivers/usb/core/hub.c:1498 [usbcore]hub_configure =_ "TT per port\012"
drivers/usb/core/hub.c:1510 [usbcore]hub_configure =_ "Unrecognized hub protocol %d\012"
drivers/usb/core/hub.c:1521 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns"
drivers/usb/core/hub.c:1528 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns"
drivers/usb/core/hub.c:1534 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns"
drivers/usb/core/hub.c:1540 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns"
drivers/usb/core/hub.c:1547 [usbcore]hub_configure =_ "Port indicators are supported\012"
drivers/usb/core/hub.c:1551 [usbcore]hub_configure =_ "power on to power good time: %dms\012"
drivers/usb/core/hub.c:1578 [usbcore]hub_configure =_ "hub controller current requirement: %dmA\0"
drivers/usb/core/hub.c:1594 [usbcore]hub_configure =_ "%umA bus power budget for each child\012"
drivers/usb/core/hub.c:1606 [usbcore]hub_configure =_ "local power source is %s\012"
drivers/usb/core/hub.c:1610 [usbcore]hub_configure =_ "%sover-current condition exists\012"
drivers/usb/core/hub.c:722 [usbcore]hub_irq =_ "transfer --> %d\012"
drivers/usb/core/hub.c:1117 [usbcore]hub_activate =_ "status %04x change %04x\012"
drivers/usb/core/hub.c:3714 [usbcore]hub_suspend =_ "%s\012"
drivers/usb/core/hub.c:3759 [usbcore]hub_resume =_ "%s\012"
drivers/usb/core/hub.c:3776 [usbcore]hub_reset_resume =_ "%s\012"
drivers/usb/core/hub.c:5675 [usbcore]usb_reset_and_verify_device =_ "device reset not allowed in "
drivers/usb/core/hub.c:5596 [usbcore]descriptors_changed =_ "config index %d, error %d\012"
drivers/usb/core/hub.c:5605 [usbcore]descriptors_changed =_ "config index %d changed (#%d)\012"
drivers/usb/core/hub.c:5616 [usbcore]descriptors_changed =_ "serial string error %d\012"
drivers/usb/core/hub.c:5619 [usbcore]descriptors_changed =_ "serial string changed\012"
drivers/usb/core/hcd.c:1212 [usbcore]usb_calc_bus_time =_ "%s: bogus device speed!\012"
drivers/usb/core/hcd.c:1729 [usbcore]usb_hcd_unlink_urb =_ "hcd_unlink_urb %pK fail %d\012"
drivers/usb/core/hcd.c:1884 [usbcore]usb_hcd_flush_endpoint =_ "shutdown urb %pK ep%d%s-%s\012"
drivers/usb/core/hcd.c:2222 [usbcore]hcd_bus_suspend =_ "bus %ssuspend, wakeup %d\012"
drivers/usb/core/hcd.c:2224 [usbcore]hcd_bus_suspend =_ "skipped %s of dead bus\012"
drivers/usb/core/hcd.c:2249 [usbcore]hcd_bus_suspend =_ "suspend raced with wakeup event\012"
drivers/usb/core/hcd.c:2262 [usbcore]hcd_bus_suspend =_ "bus %s fail, err %d\012"
drivers/usb/core/hcd.c:2274 [usbcore]hcd_bus_resume =_ "usb %sresume\012"
drivers/usb/core/hcd.c:2276 [usbcore]hcd_bus_resume =_ "skipped %s of dead bus\012"
drivers/usb/core/hcd.c:2326 [usbcore]hcd_bus_resume =_ "bus %s fail, err %d\012"
drivers/usb/core/hcd.c:2527 [usbcore]__usb_create_hcd =_ "hcd address0 mutex alloc failed\012"
drivers/usb/core/hcd.c:2536 [usbcore]__usb_create_hcd =_ "hcd bandwidth mutex alloc failed\012"
drivers/usb/core/hcd.c:2797 [usbcore]usb_add_hcd =_ "pool alloc failed\012"
drivers/usb/core/hcd.c:2871 [usbcore]usb_add_hcd =_ "supports USB remote wakeup\012"
drivers/usb/core/hcd.c:2973 [usbcore]usb_remove_hcd =_ "roothub graceful disconnect\012"
drivers/usb/core/hcd.c:816 [usbcore]rh_queue_status =_ "not queuing rh status urb\012"
drivers/usb/core/hcd.c:644 [usbcore]rh_call_control =_ "root hub device address %d\012"
drivers/usb/core/hcd.c:659 [usbcore]rh_call_control =_ "no endpoint features yet\012"
drivers/usb/core/hcd.c:705 [usbcore]rh_call_control =_ "CTRL: TypeReq=0x%x val=0x%x idx=0x%x len="
drivers/usb/core/hcd.c:1090 [usbcore]register_root_hub =_ "can't read %s device descriptor %d\012"
drivers/usb/core/hcd.c:1101 [usbcore]register_root_hub =_ "can't read %s bos descriptor %d\012"
drivers/usb/core/urb.c:414 [usbcore]usb_submit_urb =_ "bogus endpoint ep%d%s in %s (bad maxpacket"
drivers/usb/core/message.c:555 [usbcore]usb_sg_wait =_ "%s, submit --> %d\012"
drivers/usb/core/message.c:848 [usbcore]usb_string =_ "wrong descriptor type %02x for string %d ("
drivers/usb/core/message.c:1235 [usbcore]usb_disable_device =_ "unregistering interface %s\012"
drivers/usb/core/message.c:1258 [usbcore]usb_disable_device =_ "%s nuking %s URBs\012"
drivers/usb/core/message.c:1373 [usbcore]usb_set_interface =_ "selecting invalid interface %d\012"
drivers/usb/core/message.c:1430 [usbcore]usb_set_interface =_ "manual set_interface for iface %d,"
drivers/usb/core/message.c:2021 [usbcore]usb_set_configuration =_ "adding %s (config #%d, interfa"
drivers/usb/core/message.c:2260 [usbcore]cdc_parse_cdc_header =_ "Ignoring descriptor: type %02x,"
drivers/usb/core/message.c:72 [usbcore]usb_start_wait_urb =_ "%s timed out on ep%d%s len=%u/%u\01"
drivers/usb/core/message.c:795 [usbcore]usb_get_langid =_ "default language 0x%04x\012"
drivers/usb/core/driver.c:1016 [usbcore]usb_forced_unbind_intf =_ "forced unbind\012"
drivers/usb/core/driver.c:255 [usbcore]usb_probe_device =_ "%s\012"
drivers/usb/core/driver.c:292 [usbcore]usb_probe_interface =_ "%s\012"
drivers/usb/core/driver.c:314 [usbcore]usb_probe_interface =_ "%s - got id\012"
drivers/usb/core/driver.c:1249 [usbcore]usb_resume_interface =_ "no reset_resume for driver %s?\0"
drivers/usb/core/driver.c:1813 [usbcore]autosuspend_check =_ "remote wakeup needed for autosuspen"
drivers/usb/core/driver.c:1824 [usbcore]autosuspend_check =_ "HCD doesn't handle wakeup requests\"
drivers/usb/core/driver.c:845 [usbcore]usb_uevent =_ "usb %s: already deleted?\012"
drivers/usb/core/driver.c:849 [usbcore]usb_uevent =_ "usb %s: bus removed?\012"
drivers/usb/core/config.c:727 [usbcore]usb_parse_configuration =_ "skipped %d descriptor%s after "
drivers/usb/core/config.c:492 [usbcore]usb_parse_interface =_ "skipped %d descriptor%s after %s\0"
drivers/usb/core/config.c:413 [usbcore]usb_parse_endpoint =_ "skipped %d descriptor%s after %s\01"
drivers/usb/core/file.c:185 [usbcore]usb_register_dev =_ "looking for a minor, starting at %d\012"
drivers/usb/core/file.c:236 [usbcore]usb_deregister_dev =_ "removing %d minor\012"
drivers/usb/core/devio.c:2164 [usbcore]proc_ioctl =_ "disconnect by usbfs\012"
drivers/usb/core/devio.c:2295 [usbcore]proc_disconnect_claim =_ "disconnect by usbfs\012"
drivers/usb/core/generic.c:187 [usbcore]usb_choose_configuration =_ "configuration #%d chosen fro"
drivers/usb/core/quirks.c:571 [usbcore]usb_detect_quirks =_ "USB quirks for this device: %x\012"
drivers/usb/core/quirks.c:592 [usbcore]usb_detect_interface_quirks =_ "USB interface quirks for t"
drivers/usb/core/port.c:230 [usbcore]usb_port_runtime_resume =_ "reconnect timeout\012"
drivers/usb/core/port.c:381 [usbcore]link_peers_report =_ "peered to %s\012"
drivers/usb/core/port.c:384 [usbcore]link_peers_report =_ "failed to peer to %s (%d)\012"
drivers/usb/core/port.c:329 [usbcore]link_peers =_ "usb: failed to peer %s and %s by %s (%s:%s) ("
drivers/usb/core/hcd-pci.c:221 [usbcore]usb_hcd_pci_probe =_ "controller already in use\012"
drivers/usb/core/hcd-pci.c:227 [usbcore]usb_hcd_pci_probe =_ "error mapping memory\012"
drivers/usb/core/hcd-pci.c:248 [usbcore]usb_hcd_pci_probe =_ "no i/o regions available\012"
drivers/usb/core/hcd-pci.c:110 [usbcore]ehci_post_add =_ "HS companion for %s\012"
drivers/usb/core/hcd-pci.c:128 [usbcore]non_ehci_add =_ "FS/LS companion for %s\012"
drivers/usb/core/hcd-pci.c:491 [usbcore]resume_common =_ "can't resume, not suspended!\012"
drivers/usb/core/hcd-pci.c:549 [usbcore]hcd_pci_suspend_noirq =_ "wakeup: %d\012"
drivers/usb/core/hcd-pci.c:556 [usbcore]hcd_pci_suspend_noirq =_ "--> PCI D0 legacy\012"
drivers/usb/core/hcd-pci.c:560 [usbcore]hcd_pci_suspend_noirq =_ "--> PCI %s\012"
drivers/usb/core/hcd-pci.c:603 [usbcore]hcd_pci_runtime_suspend =_ "hcd_pci_runtime_suspend: %d\0"
drivers/usb/core/hcd-pci.c:613 [usbcore]hcd_pci_runtime_resume =_ "hcd_pci_runtime_resume: %d\012"
drivers/usb/core/usb-acpi.c:76 [usbcore]usb_acpi_set_power_state =_ "acpi: power was set to %d\01"
drivers/usb/core/usb-acpi.c:78 [usbcore]usb_acpi_set_power_state =_ "acpi: power failed to be set"
drivers/usb/host/pci-quirks.c:290 [pci_quirks]usb_hcd_amd_remote_wakeup_quirk =_ "QUIRK: Enable A"
drivers/usb/host/pci-quirks.c:678 [pci_quirks]uhci_check_and_reset_hc =_ "%s: legsup = 0x%04x\012"
drivers/usb/host/pci-quirks.c:686 [pci_quirks]uhci_check_and_reset_hc =_ "%s: cmd = 0x%04x\012"
drivers/usb/host/pci-quirks.c:693 [pci_quirks]uhci_check_and_reset_hc =_ "%s: intr = 0x%04x\012"
drivers/usb/host/pci-quirks.c:699 [pci_quirks]uhci_check_and_reset_hc =_ "Performing full reset\0"
drivers/usb/host/pci-quirks.c:1077 [pci_quirks]usb_enable_intel_xhci_ports =_ "Configurable ports"
drivers/usb/host/pci-quirks.c:1090 [pci_quirks]usb_enable_intel_xhci_ports =_ "USB 3.0 ports that"
drivers/usb/host/pci-quirks.c:1100 [pci_quirks]usb_enable_intel_xhci_ports =_ "Configurable USB 2"
drivers/usb/host/pci-quirks.c:1113 [pci_quirks]usb_enable_intel_xhci_ports =_ "USB 2.0 ports that"
drivers/usb/host/pci-quirks.c:862 [pci_quirks]ehci_bios_handoff =_ "EHCI: BIOS handoff\012"
drivers/usb/host/ehci-hub.c:1102 [ehci_hcd]ehci_hub_control =_ "port %d --> companion\012"
drivers/usb/host/ehci-hub.c:1204 [ehci_hcd]ehci_hub_control =_ "Port%d phy low pwr mode %s\012"
drivers/usb/host/ehci-hub.c:1233 [ehci_hcd]ehci_hub_control =_ "port %d low speed --> companion\0"
drivers/usb/host/ehci-dbg.c:275 [ehci_hcd]dbg_cmd =_ "%s\012"
drivers/usb/host/ehci-hub.c:589 [ehci_hcd]check_reset_complete =_ "port %d full speed --> compani"
drivers/usb/host/ehci-hub.c:601 [ehci_hcd]check_reset_complete =_ "port %d reset complete, port e"
drivers/usb/host/ehci-dbg.c:284 [ehci_hcd]dbg_port =_ "%s\012"
drivers/usb/host/ehci-dbg.c:28 [ehci_hcd]dbg_hcs_params =_ "%s hcs_params 0x%x dbg=%d%s cc=%d pcc"
drivers/usb/host/ehci-dbg.c:42 [ehci_hcd]dbg_hcs_params =_ "%s portroute %s\012"
drivers/usb/host/ehci-dbg.c:61 [ehci_hcd]dbg_hcc_params =_ "%s hcc_params %04x caching frame %s%s"
drivers/usb/host/ehci-dbg.c:75 [ehci_hcd]dbg_hcc_params =_ "%s hcc_params %04x thresh %d uframes "
drivers/usb/host/ehci-hcd.c:536 [ehci_hcd]ehci_init =_ "enable per-port change event\012"
drivers/usb/host/ehci-hcd.c:552 [ehci_hcd]ehci_init =_ "park %d\012"
drivers/usb/host/ehci-timer.c:114 [ehci_hcd]ehci_poll_ASS =_ "Waited too long for the async sched"
drivers/usb/host/ehci-timer.c:160 [ehci_hcd]ehci_poll_PSS =_ "Waited too long for the periodic sc"
drivers/usb/host/ehci-q.c:350 [ehci_hcd]qh_completions =_ "detected DataBufferErr for urb %p ep%d"
drivers/usb/host/ehci-q.c:366 [ehci_hcd]qh_completions =_ "detected XactErr len %zu/%zu retry %d\"
drivers/usb/host/ehci-q.c:167 [ehci_hcd]ehci_clear_tt_buffer =_ "clear tt buffer port %d, a%d ep%"
drivers/usb/host/ehci-q.c:229 [ehci_hcd]qtd_copy_status =_ "devpath %s ep%d%s 3strikes\012"
drivers/usb/host/ehci-sched.c:861 [ehci_hcd]qh_schedule =_ "reused qh %p schedule\012"
drivers/usb/host/ehci-sched.c:203 [ehci_hcd]bandwidth_dbg =_ "ep %02x: %s %s @ %u+%u (%u.%u+%u) ["
drivers/usb/host/ehci-sched.c:543 [ehci_hcd]qh_link_periodic =_ "link qh%d-%04x/%p start %d [%d/%"
drivers/usb/host/ehci-sched.c:636 [ehci_hcd]qh_unlink_periodic =_ "unlink qh%d-%04x/%p start %d ["
drivers/usb/host/ehci-timer.c:354 [ehci_hcd]ehci_iaa_watchdog =_ "IAA watchdog: status %x cmd %x\"
drivers/usb/host/ehci-sched.c:2476 [ehci_hcd]scan_isoc =_ "corrupt type %d frame %d shadow %p\012"
drivers/usb/host/ehci-mem.c:222 [ehci_hcd]ehci_mem_init =_ "couldn't init memory\012"
drivers/usb/host/ehci-mem.c:88 [ehci_hcd]ehci_qh_alloc =_ "no dummy td\012"
drivers/usb/host/ehci-mem.c:58 [ehci_hcd]qh_destroy =_ "unused qh not empty!\012"
drivers/usb/host/ehci-hcd.c:709 [ehci_hcd]ehci_irq =_ "device removed\012"
drivers/usb/host/ehci-hcd.c:757 [ehci_hcd]ehci_irq =_ "IAA with IAAD still set?\012"
drivers/usb/host/ehci-hcd.c:804 [ehci_hcd]ehci_irq =_ "port %d remote wakeup\012"
drivers/usb/host/ehci-dbg.c:266 [ehci_hcd]dbg_status =_ "%s\012"
drivers/usb/host/ehci-hcd.c:422 [ehci_hcd]ehci_stop =_ "stop\012"
drivers/usb/host/ehci-q.c:782 [ehci_hcd]qh_make =_ "bogus qh maxpacket %d\012"
drivers/usb/host/ehci-q.c:922 [ehci_hcd]qh_make =_ "bogus dev %p speed %d\012"
drivers/usb/host/ehci-sched.c:1933 [ehci_hcd]itd_submit =_ "can't get iso stream\012"
drivers/usb/host/ehci-sched.c:1938 [ehci_hcd]itd_submit =_ "can't change iso interval %d --> %d\0"
drivers/usb/host/ehci-sched.c:1956 [ehci_hcd]itd_submit =_ "can't init itds\012"
drivers/usb/host/ehci-sched.c:1166 [ehci_hcd]iso_stream_find =_ "dev %s ep%d%s, not iso??\012"
drivers/usb/host/ehci-sched.c:1540 [ehci_hcd]iso_stream_schedule =_ "iso sched full %p"
drivers/usb/host/ehci-sched.c:1595 [ehci_hcd]iso_stream_schedule =_ "request %p would overflow (%"
drivers/usb/host/ehci-sched.c:1625 [ehci_hcd]iso_stream_schedule =_ "iso underrun %p (%u+%u < %u)"
drivers/usb/host/ehci-sched.c:1651 [ehci_hcd]iso_stream_schedule =_ "request %p would overflow (%"
drivers/usb/host/ehci-sched.c:2312 [ehci_hcd]sitd_submit =_ "can't get iso stream\012"
drivers/usb/host/ehci-sched.c:2317 [ehci_hcd]sitd_submit =_ "can't change iso interval %d --> %d\"
drivers/usb/host/ehci-sched.c:2333 [ehci_hcd]sitd_submit =_ "can't init sitds\012"
drivers/usb/host/ehci-hub.c:222 [ehci_hcd]ehci_bus_suspend =_ "suspend root hub\012"
drivers/usb/host/ehci-hub.c:242 [ehci_hcd]ehci_bus_suspend =_ "suspend failed because a port is r"
drivers/usb/host/ehci-hub.c:328 [ehci_hcd]ehci_bus_suspend =_ "Port %d phy low-power mode %s\012"
drivers/usb/host/ehci-hub.c:403 [ehci_hcd]ehci_bus_resume =_ "resume root hub%s\012"
drivers/usb/host/ehci-hub.c:430 [ehci_hcd]ehci_bus_resume =_ "Port status(0x%x) is wrong\012"
drivers/usb/host/ehci-hub.c:116 [ehci_hcd]ehci_handover_companion_ports =_ "failed handover port "
drivers/usb/host/ehci-hcd.c:1306 [ehci_hcd]ehci_hcd_init =_ "%s: block sizes: qh %zd qtd %zd itd "
drivers/usb/host/ehci-pci.c:276 [ehci_pci]ehci_pci_setup =_ "bogus port configuration: cc=%d x pc"
drivers/usb/host/ehci-pci.c:71 [ehci_pci]ehci_pci_reinit =_ "MWI active\012"
drivers/usb/host/ohci-hub.c:753 [ohci_hcd]ohci_hub_control =_ "%s roothub.portstatus [%d] = 0x%08"
drivers/usb/host/ohci-hcd.c:1018 [ohci_hcd]ohci_restart =_ "abort schedule...\012"
drivers/usb/host/ohci-hcd.c:1037 [ohci_hcd]ohci_restart =_ "bogus ed %p state %d\012"
drivers/usb/host/ohci-hcd.c:1063 [ohci_hcd]ohci_restart =_ "restart complete\012"
drivers/usb/host/ohci-hcd.c:1134 [ohci_hcd]ohci_resume =_ "powerup ports\012"
drivers/usb/host/ohci-hub.c:651 [ohci_hcd]root_port_reset =_ "port[%d] reset timeout, stat %08x\0"
drivers/usb/host/ohci-hcd.c:469 [ohci_hcd]ohci_init =_ "USB HC TakeOver from BIOS/SMM\012"
drivers/usb/host/ohci-hcd.c:773 [ohci_hcd]io_watchdog_func =_ "takeback pending TD for dev %d ep "
drivers/usb/host/ohci-dbg.c:242 [ohci_hcd]ohci_dump =_ "OHCI controller state\012"
drivers/usb/host/ohci-dbg.c:248 [ohci_hcd]ohci_dump =_ "hcca frame #%04x\012"
drivers/usb/host/ohci-dbg.c:111 [ohci_hcd]ohci_dump_status =_ "OHCI %d.%d, %s legacy support regi"
drivers/usb/host/ohci-dbg.c:126 [ohci_hcd]ohci_dump_status =_ "control 0x%03x%s%s%s HCFS=%s%s%s%s"
drivers/usb/host/ohci-dbg.c:136 [ohci_hcd]ohci_dump_status =_ "cmdstatus 0x%05x SOC=%d%s%s%s%s\01"
drivers/usb/host/ohci-dbg.c:61 [ohci_hcd]ohci_dump_intr_mask =_ "%s 0x%08x%s%s%s%s%s%s%s%s%s\012"
drivers/usb/host/ohci-dbg.c:72 [ohci_hcd]maybe_print_eds =_ "%s %08x\012"
drivers/usb/host/ohci-dbg.c:213 [ohci_hcd]ohci_dump_roothub =_ "roothub.a %08x POTPGT=%d%s%s%s%s%"
drivers/usb/host/ohci-dbg.c:220 [ohci_hcd]ohci_dump_roothub =_ "roothub.b %08x PPCM=%04x DR=%04x\"
drivers/usb/host/ohci-dbg.c:231 [ohci_hcd]ohci_dump_roothub =_ "roothub.status %08x%s%s%s%s%s%s\0"
drivers/usb/host/ohci-dbg.c:236 [ohci_hcd]ohci_dump_roothub =_ "roothub.portstatus [%d] 0x%08x%s%"
drivers/usb/host/ohci-dbg.c:776 [ohci_hcd]create_debug_files =_ "created debug files\012"
drivers/usb/host/ohci-q.c:293 [ohci_hcd]periodic_unlink =_ "unlink %sed %p branch %d [%dus.], int"
drivers/usb/host/ohci-q.c:792 [ohci_hcd]td_done =_ "urb %p iso td %p (%d) len %d cc %d\012"
drivers/usb/host/ohci-q.c:826 [ohci_hcd]td_done =_ "urb %p td %p (%d) cc %d, len=%d/%d\012"
drivers/usb/host/ohci-mem.c:108 [ohci_hcd]td_free =_ "no hash for td %p\012"
drivers/usb/host/ohci-q.c:251 [ohci_hcd]ed_schedule =_ "ERR %d, interval %d msecs, load %d\012"
drivers/usb/host/ohci-q.c:149 [ohci_hcd]periodic_link =_ "link %sed %p branch %d [%dus.], interva"
drivers/usb/host/ohci-hcd.c:543 [ohci_hcd]ohci_run =_ "fminterval delta %d\012"
drivers/usb/host/ohci-hcd.c:629 [ohci_hcd]ohci_run =_ "enabling initreset quirk\012"
drivers/usb/host/ohci-hub.c:165 [ohci_hcd]ohci_rh_resume =_ "BIOS/SMM active, control %03x\012"
drivers/usb/host/ohci-hub.c:169 [ohci_hcd]ohci_rh_resume =_ "duplicate resume\012"
drivers/usb/host/ohci-hub.c:179 [ohci_hcd]ohci_rh_resume =_ "%s root hub\012"
drivers/usb/host/ohci-hub.c:184 [ohci_hcd]ohci_rh_resume =_ "%swakeup root hub\012"
drivers/usb/host/ohci-hub.c:188 [ohci_hcd]ohci_rh_resume =_ "snapshot resume? reinit\012"
drivers/usb/host/ohci-hub.c:192 [ohci_hcd]ohci_rh_resume =_ "lost power\012"
drivers/usb/host/ohci-hub.c:289 [ohci_hcd]ohci_rh_resume =_ "restarting schedules ... %08x\012"
drivers/usb/host/ohci-hub.c:56 [ohci_hcd]ohci_rh_suspend =_ "resume/suspend?\012"
drivers/usb/host/ohci-hub.c:64 [ohci_hcd]ohci_rh_suspend =_ "needs reinit!\012"
drivers/usb/host/ohci-hub.c:68 [ohci_hcd]ohci_rh_suspend =_ "already suspended\012"
drivers/usb/host/ohci-hub.c:73 [ohci_hcd]ohci_rh_suspend =_ "%s root hub\012"
drivers/usb/host/ohci-hub.c:85 [ohci_hcd]ohci_rh_suspend =_ "stopping schedules ...\012"
drivers/usb/host/ohci-q.c:894 [ohci_hcd]ed_halted =_ "urb %p path %s ep%d%s %08x cc %d --> status"
drivers/usb/host/ohci-hcd.c:874 [ohci_hcd]ohci_irq =_ "device removed!\012"
drivers/usb/host/ohci-hcd.c:908 [ohci_hcd]ohci_irq =_ "rhsc\012"
drivers/usb/host/ohci-hcd.c:930 [ohci_hcd]ohci_irq =_ "resume detect\012"
